conversation_id,conversation_statistics_num_turns,conversation_statistics_num_user_turns,conversation_statistics_avg_user_tokens,conversation_statistics_avg_assistant_tokens,conversation_statistics_conversation_lenght_tokens,semantic_coherence_conversation_score,semantic_coherence_semantic_std,semantic_coherence_semantic_min,semantic_coherence_semantic_max,semantic_coherence_semantic_path_lenght,referential_density_references,referential_density_tokens,referential_density_score,topic_continuity_num_topics,topic_continuity_topic_labels,topic_continuity_average_cosine_similarity,topic_continuity_topic_entropy,topic_continuity_topic_switches,topic_continuity_topic_switches_rate,intent_diversity_question_count,intent_diversity_imperative_count,intent_diversity_request_type_entropy,intent_diversity_request_type_distribution_follow_up,intent_diversity_request_type_distribution_question,intent_diversity_request_type_distribution_other,intent_diversity_request_type_distribution_instruction
7184b27b88cb4d2fb2fb065676e875ba,10,5,12.0,58.4,352,0.3116808936942255,0.363238316249204,-0.0249201215392476,0.903639637705452,2.753276425223098,12,352,0.034090909090909,2,"[0, 0, 0, 1, 1]",0.3116808936942255,0.9709505944546688,1,0.25,4,0,0.7219280948873623,4.0,1.0,,
05d6b8daf3604a41a27d64e688149405,14,7,64.71428571428571,84.14285714285714,1042,0.1030114353819005,0.0728425651008644,0.0534187769436584,0.2562023070099782,5.3819313877085975,11,1040,0.010576923076923,2,"[0, 1, 0, 1, 1, 0, 1]",0.1030114353819005,0.9852281360342516,5,0.8333333333333334,0,0,0.8631205685666311,,5.0,2.0,
1585c394d03248cda1a4afe1332c52ad,10,5,24.6,98.2,614,0.7429302240032427,0.3530067765590143,0.132028495608474,0.9657181833209056,1.0282791039870292,38,610,0.0622950819672131,2,"[0, 0, 0, 0, 1]",0.7429302240032427,0.7219280948873623,1,0.25,1,1,1.370950594454669,1.0,3.0,,1.0
184fabd0659f4539a5678e29404ce945,10,5,132.4,46.6,895,0.3419970346298124,0.0950181610260221,0.2587463156548237,0.4981925774175618,2.63201186148075,36,895,0.0402234636871508,2,"[1, 0, 0, 1, 0]",0.3419970346298124,0.9709505944546688,3,0.75,0,0,0.9709505944546688,,3.0,2.0,
7f49f6d04c2d4b78a7230d0d1f8dc971,18,9,37.333333333333336,91.33333333333331,1158,0.3120985956473083,0.1185999183774802,0.1335230141830178,0.5399590283503896,5.503211234821532,55,1158,0.0474956822107081,2,"[0, 0, 1, 0, 1, 0, 0, 0, 1]",0.3120985956473083,0.9182958340544894,5,0.625,2,0,1.2243944454059863,2.0,6.0,1.0,
5f0f58876aef4e1386e3c26ea769b763,10,5,81.6,258.6,1701,0.3470123071518424,0.1655382873460088,0.0951527823691356,0.5509045231696548,2.61195077139263,90,1701,0.0529100529100529,2,"[1, 0, 1, 1, 0]",0.3470123071518424,0.9709505944546688,3,0.75,2,0,0.9709505944546688,2.0,,3.0,
47a897e054c14eb79bc0392d4009227c,10,5,12.4,193.6,1030,0.6198964340648189,0.1032311286158642,0.4600213078030906,0.7278000573006793,1.5204142637407247,111,1030,0.1077669902912621,2,"[0, 0, 0, 0, 1]",0.6198964340648189,0.7219280948873623,1,0.25,5,0,0.0,,5.0,,
efc731dcf4014abe9f4ad77350ec5745,12,6,123.66666666666669,75.16666666666667,1193,0.9647916702479156,0.0247069159522405,0.9190438292307748,0.9905733588017058,0.1760416487604221,65,1190,0.0546218487394958,2,"[0, 0, 0, 1, 1, 1]",0.9647916702479156,1.0,1,0.2,6,0,0.0,,6.0,,
12a5ccd8bb154402bef745ff0e36e81e,28,14,17.214285714285715,63.07142857142857,1124,0.2603845560828006,0.1815817044115739,0.009044768076134,0.5422167975025585,9.615000770923594,32,1124,0.0284697508896797,3,"[2, 2, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 1, 0]",0.2603845560828006,1.5774062828523454,6,0.4615384615384615,11,0,0.74959525725948,,11.0,3.0,
8c1bd46228d4406a83760129689f6eb9,16,8,47.25,115.875,1305,0.3784542219227629,0.1462170775951861,0.2051490865798542,0.667176822407118,4.35082044654066,105,1305,0.0804597701149425,2,"[1, 0, 0, 0, 1, 1, 1, 1]",0.3784542219227629,0.954434002924965,2,0.2857142857142857,4,0,1.5,,4.0,2.0,2.0
